"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","Beta","7.00E-03"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.1"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.25"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.13"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.28"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HbA1c","HbA1c","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.19"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","HbA1c","HbA1c","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","2.50E-02"
"Xu",2017,"The role of glycaemic and lipid risk factors in mediating the effect of BMI on coronary heart disease: a two-step, two-sample Mendelian randomisation study","BMI","HbA1c","HbA1c","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","0.05"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","HbA1c","HbA1c","metabolic","One-sample","Inverse variance weighted (fixed effects)","Beta","0.05"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI","HC","HC","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.885"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR decreasing","HC","HC","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","1.34"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR increasing","HC","HC","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.853"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","HC","HC","anthropometric","One-sample","Inverse variance weighted (fixed effects)","Beta","-4.1"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","HCadjBMI","HCadjBMI","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","6.20E-02"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-1.40E-02"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-2.20E-02"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-1.10E-02"
"Zanetti",2018,"Birthweight, Type 2 Diabetes Mellitus, and Cardiovascular Disease: Addressing the Barker Hypothesis With Mendelian Randomization","birth weight","HDL","SD","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.05"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.22"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","Beta","-1.80E-02"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","−0.36"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","−0.28"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","−0.34"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","−0.31"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","20.33"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.138"
"Holmes",2014,"Causal Effects of Body Mass Index
on Cardiometabolic Traits and Events: A Mendelian Randomization Analysis","BMI","HDL","HDL","metabolic","One-sample","Two-stage-least-squares","Beta","-0.02"
"Millard",2015,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization","BMI","HDL","HDL","metabolic","MR-PheWAS","Two-stage-least-squares","Beta","-0.466"
"Wang",2018,"Type 2 Diabetes and Adiposity Induce Different Lipid Profile Disorders: A Mendelian Randomization Analysis","BMI","HDL","HDL","metabolic","One-sample","Wald ratio","Beta","-0.409"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","HDL","HDL","metabolic","One-sample","Two-stage-least-squares","Beta","-0.0196"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.218"
"Xu",2017,"The role of glycaemic and lipid risk factors in mediating the effect of BMI on coronary heart disease: a two-step, two-sample Mendelian randomisation study","BMI","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.23"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR decreasing","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","0.913"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR increasing","HDL","HDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.259"
"Dongiovannir",2017,"Causal relationship of hepatic fat with liver damage and insulin resistance in nonalcoholic fatty liver","hepatic fat","HDL","HDL","metabolic","One-sample","Two-stage-least-squares","Beta","-0.15"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","HDL","HDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.38"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","HDL","HDL","metabolic","One-sample","Inverse variance weighted (fixed effects)","Beta","-6"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","HDL particle size","HDL particle size","metabolic","One-sample","Two-stage-least-squares","Beta","-0.0177"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","HCadjBMI","head circumference","head circumference","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.141"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WCadjBMI","head circumference","head circumference","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.02"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WHRadjBMI","head circumference","head circumference","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.01"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","heart beat","PR interval","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.04"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","heart beat","log QRS voltage sum","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.03"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","heart beat","log QRS voltage prod","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.02"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","heart beat","PR interval","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.09"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","heart beat","log QRS voltage sum","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.04"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","heart beat","log QRS voltage prod","cardiovascular","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.09"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","heart failure","heart failure","cardiovascular","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","OR","1.173"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","heart failure","incident","cardiovascular","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","HR","1.191"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","one-sample meta-analysis","Wald ratio","HR","1.925"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","3.326"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.417"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.715"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.964"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","3.219"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.486"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.87"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.928"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.865"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","3.314"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.03"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","1.2"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.445"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.687"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Wald ratio","HR","2.521"
"He",2017,"Causal effects of cardiovascular risk factors on onset of major age-related diseases: A time-to-event Mendelian randomization study","BMI","heart failure","heart failure","cardiovascular","One-sample","Time-to-event MR","Additive hazards model","0.000453"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","heart failure","heart failure","cardiovascular","One-sample","Logistic regression model","OR","1.21"
"Lyall",2016,"Association of Body Mass Index With Cardiometabolic Disease in the UK Biobank","BMI","heart rate","heart rate","cardiovascular","One-sample","Two-stage-least-squares","Beta","-0.21"
"Wade",2018,"Assessing the Causal Role of Body Mass Index on Cardiovascular Health in Young Adults","BMI","heart rate","heart rate","cardiovascular","One-sample","Two-stage-least-squares","Beta","-0.05"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","height","height","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","3.00E-03"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","height","height","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.587"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI","height","height","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.034"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR decreasing","height","height","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.279"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI increasing and WHR increasing","height","height","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.042"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","HCadjBMI","height","puberty height sex combined","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.835"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","HCadjBMI","height","puberty height female","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.747"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","HCadjBMI","height","puberty height male","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.828"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WCadjBMI","height","puberty height sex combined","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.345"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WCadjBMI","height","puberty height female","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.379"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WCadjBMI","height","puberty height male","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","0.303"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WHRadjBMI","height","puberty height sex combined","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.1"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WHRadjBMI","height","puberty height female","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.064"
"Geng",2018,"Maternal central obesity and birth size: a Mendelian randomization analysis","WHRadjBMI","height","puberty height male","anthropometric","Two-sample summary-level","Inverse variance weighted","Beta","-0.062"
"den Hollander",2017,"Helicobacter pylori colonization
and obesity – a Mendelian
randomization study","BMI","Helicobacter pylori","titer","gastrointestinal","One-sample (bi-directional)","Not discussed","Beta","0.12"
"den Hollander",2017,"Helicobacter pylori colonization
and obesity – a Mendelian
randomization study","BMI","Helicobacter pylori","positivity","gastrointestinal","One-sample (bi-directional)","Not discussed","OR","1.01"
"den Hollander",2017,"Helicobacter pylori colonization
and obesity – a Mendelian
randomization study","obesity","Helicobacter pylori","titer","gastrointestinal","One-sample (bi-directional)","Not discussed","Beta","0.76"
"den Hollander",2017,"Helicobacter pylori colonization
and obesity – a Mendelian
randomization study","obesity","Helicobacter pylori","positivity","gastrointestinal","One-sample (bi-directional)","Not discussed","OR","1.01"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","BMI","hemorrhoids","hemorrhoids","cardiovascular","Generalized summary data-based MR (GSMR)","GSMR","OR","1.141848946"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","WHRadjBMI","hemorrhoids","hemorrhoids","cardiovascular","Generalized summary data-based MR (GSMR)","GSMR","OR","1.20899435"
"Dongiovannir",2017,"Causal relationship of hepatic fat with liver damage and insulin resistance in nonalcoholic fatty liver","hepatic fat","hepatocellular ballooning","hepatocellular ballooning","hepatic","One-sample","Two-stage-least-squares","Beta","0.49"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","BMI","hernia","abdominopelvic cavity","other","Generalized summary data-based MR (GSMR)","GSMR","OR","1.092827753"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","WHRadjBMI","hernia","abdominopelvic cavity","other","Generalized summary data-based MR (GSMR)","GSMR","OR","1.139487513"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","histidine","histidine","metabolic","One-sample","Two-stage-least-squares","Beta","0.0927"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","HOMA-B","Log HOMA-B","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","6.80E-02"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","BMI","HOMA-B","HOMA-B","metabolic","One-sample","Two-stage-least-squares","Beta","3.60E-02"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","HOMA-B","HOMA-B","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","0.117"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","WHR","HOMA-B","HOMA-B","metabolic","One-sample","Two-stage-least-squares","Beta","-0.367"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","WHR","HOMA-B","HOMA-B","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","2.70E-02"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","HOMA-IR","Log HOMA-IR","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","0.126"
"Kivima ̈ki",2008,"Lifetime body mass index and later atherosclerosis risk in young adults: examining causal links using Mendelian randomization in the Cardiovascular Risk in Young Finns study","BMI","HOMA-IR","adult","metabolic","One-sample","Instrumental Variable Regression","Beta","0.94"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","BMI","HOMA-IR","HOMA-IR","metabolic","One-sample","Two-stage-least-squares","Beta","0.379"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","HOMA-IR","HOMA-IR","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","8.20E-02"
"Dongiovannir",2017,"Causal relationship of hepatic fat with liver damage and insulin resistance in nonalcoholic fatty liver","hepatic fat","HOMA-IR","HOMA-IR","metabolic","One-sample","Two-stage-least-squares","Beta","0.28"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","WHR","HOMA-IR","HOMA-IR","metabolic","One-sample","Two-stage-least-squares","Beta","0.42"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","WHR","HOMA-IR","HOMA-IR","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","-0.246"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","homocysteine","homocysteine","metabolic","One-sample","Two-stage-least-squares","Beta","0.00511"
"Millard",2015,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization","BMI","hygiene score","hygiene score","other","MR-PheWAS","Two-stage-least-squares","Beta","0.209"
"Zeng",2019,"Causal Association between Birth Weight and Adult Diseases: Evidence from a Mendelian Randomisation Analysis","birth weight","hypertension","hypertension","cardiovascular","Two-sample summary-level","Inverse variance weighted","OR","0.99"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","hypertension","ever","cardiovascular","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","OR","1.128"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","hypertension","incident ever","cardiovascular","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","HR","1.093"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lee",2018,"Causal association of body mass index with hypertension using a Mendelian randomization design","BMI","hypertension","hypertension","cardiovascular","One-sample","IV-outcome test","OR","Not discussed"
"Lyall",2016,"Association of Body Mass Index With Cardiometabolic Disease in the UK Biobank","BMI","hypertension","hypertension","cardiovascular","One-sample","Two-stage-least-squares","OR","1.65"
"Dongiovannir",2017,"Causal relationship of hepatic fat with liver damage and insulin resistance in nonalcoholic fatty liver","hepatic fat","hypertension","hypertension","cardiovascular","One-sample","Two-stage-least-squares","Beta","0.03"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","BMI","hypertensive disease","hypertensive disease","cardiovascular","Generalized summary data-based MR (GSMR)","GSMR","OR","1.847150795"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","WHRadjBMI","hypertensive disease","hypertensive disease","cardiovascular","Generalized summary data-based MR (GSMR)","GSMR","OR","1.460053609"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","hyperthyroidism","hyperthyroidism","metabolic","One-sample","Logistic regression model","OR","1.13"
"Palmer",2013,"Association of plasma uric acid with ischaemic heart


disease and blood pressure: mendelian randomisation


analysis of two large cohorts","BMI","hyperuricaemia","excess uric acid","metabolic","One-sample","Inverse variance weighted (fixed effects)","OR","7.49"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","hypothyroidism","hypothyroidism","metabolic","One-sample","Logistic regression model","OR","0.95"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","IDL","IDL","metabolic","One-sample","Two-stage-least-squares","Beta","0.0148"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","IDL","IDL","metabolic","One-sample","Two-stage-least-squares","Beta","0.00794"
"Skaaby",2018,"Estimating the causal effect of body mass index on hay fever, asthma and lung function using Mendelian randomization.","BMI","IgE","serum total IgE","immune","One-sample","Wald ratio","Beta","0.021"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","IL6","log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.15"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","IL6","IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","Beta","5.00E-03"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","IL6","natural log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.37"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","IL6","natural log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.13"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","IL6","natural log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.38"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","IL6","natural log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.08"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","IL6","natural log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.26"
"Holmes",2014,"Causal Effects of Body Mass Index
on Cardiometabolic Traits and Events: A Mendelian Randomization Analysis","BMI","IL6","IL6","metabolic","One-sample","Two-stage-least-squares","Beta","7"
"Millard",2015,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization","BMI","IL6","IL6","metabolic","MR-PheWAS","Two-stage-least-squares","Beta","0.234"
